,data_id,stat_test,n,max_iter,type,best_model,f1_score,ini_best,final_best,initial,final
0,0,ttest_rel,10,25,cv,XGBClassifier,0.8780487804878048,0.8733468630381201,0.886322803101098,0.8492772050550448,0.8574402858432206
1,0,ttest_rel,10,25,tt,XGBClassifier,0.8873483535528597,0.8592917092735585,0.8930216561407194,0.8361198544118422,0.8584873867541614
